category,sub-category,university,ranking
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Toyama,24.6
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Urbino,25.8
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Vigo,27.7
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Virginia,28.8
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Waterloo,23.5
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Wollongong,22.1
Medical Sciences,Pharmacy & Pharmaceutical Sciences,University of Zagreb,36.7
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Virginia Polytechnic Institute and State University,23.8
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Vita-Salute San Raffaele University,30.9
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Western University,31.2
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Wuyi University,18.6
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Yanbian University,30.2
Medical Sciences,Pharmacy & Pharmaceutical Sciences,Yantai University,34.7
Social Sciences,Economics,University of Chicago,87.3
Social Sciences,Economics,Harvard University,100.0
Social Sciences,Economics,Massachusetts Institute of Technology (MIT),84.2
Social Sciences,Economics,Stanford University,89.2
Social Sciences,Economics,"University of California, Berkeley",87.2
Social Sciences,Economics,Columbia University,77.1
Social Sciences,Economics,Yale University,70.5
Social Sciences,Economics,Princeton University,63.2
Social Sciences,Economics,London School of Economics and Political Science,97.7
Social Sciences,Economics,New York University,67.7
Social Sciences,Economics,Northwestern University,70.4
Social Sciences,Economics,"University of California, Los Angeles",60.4
Social Sciences,Economics,University of Oxford,89.0
Social Sciences,Economics,"University of California, San Diego",55.1
Social Sciences,Economics,University of Pennsylvania,71.5
Social Sciences,Economics,Toulouse Capitole University,41.2
Social Sciences,Economics,University of Cambridge,70.8
Social Sciences,Economics,Washington University in St. Louis,39.4
Social Sciences,Economics,University of Toronto,71.5
Social Sciences,Economics,Boston University,55.1
Social Sciences,Economics,Duke University,66.4
Social Sciences,Economics,"University of Minnesota, Twin Cities",55.1
Social Sciences,Economics,National University of Singapore,76.4
Social Sciences,Economics,University College London,76.8
Social Sciences,Economics,Arizona State University,53.2
Social Sciences,Economics,"University of Maryland, College Park",56.6
Social Sciences,Economics,University of Zurich,49.8
Social Sciences,Economics,Brown University,41.0
Social Sciences,Economics,Cornell University,71.7
Social Sciences,Economics,University of Michigan-Ann Arbor,65.1
Social Sciences,Economics,"University of California, Davis",58.1
Social Sciences,Economics,Bocconi University,56.4
Social Sciences,Economics,Peking University,78.6
Social Sciences,Economics,University of Wisconsin - Madison,56.8
Social Sciences,Economics,The Australian National University,57.2
Social Sciences,Economics,Dartmouth College,37.6
Social Sciences,Economics,The University of Texas at Austin,60.0
Social Sciences,Economics,Indiana University Bloomington,49.1
Social Sciences,Economics,"University of California, Santa Barbara",36.7
Social Sciences,Economics,University of Warwick,58.6
Social Sciences,Economics,University of Bonn,48.1
Social Sciences,Economics,Monash University,71.6
Social Sciences,Economics,University of Southern California,55.3
Social Sciences,Economics,The University of Melbourne,59.5
Social Sciences,Economics,Boston College,45.7
Social Sciences,Economics,Pompeu Fabra University,42.8
Social Sciences,Economics,London Business School,38.3
Social Sciences,Economics,University of British Columbia,60.9
Social Sciences,Economics,Erasmus University Rotterdam,74.1
Social Sciences,Economics,Queen Mary University of London,44.4
Social Sciences,Economics,Aarhus University,48.6
Social Sciences,Economics,Carnegie Mellon University,39.6
Social Sciences,Economics,ETH Zurich,61.2
Social Sciences,Economics,Fudan University,55.3
Social Sciences,Economics,George Mason University,30.2
Social Sciences,Economics,Georgetown University,45.5
Social Sciences,Economics,Imperial College London,51.5
Social Sciences,Economics,KU Leuven,54.8
Social Sciences,Economics,Pennsylvania State University - University Park,54.3
Social Sciences,Economics,The Hebrew University of Jerusalem,34.3
Social Sciences,Economics,The Ohio State University - Columbus,57.3
Social Sciences,Economics,The University of Hong Kong,59.2
Social Sciences,Economics,The University of Manchester,57.9
Social Sciences,Economics,The University of Tokyo,42.5
Social Sciences,Economics,Tilburg University,49.7
Social Sciences,Economics,Tsinghua University,68.9
Social Sciences,Economics,University of Essex,46.5
Social Sciences,Economics,University of Groningen,55.7
Social Sciences,Economics,University of Illinois at Urbana-Champaign,60.4
Social Sciences,Economics,University of Sussex,48.1
Social Sciences,Economics,University of Sydney,67.5
Social Sciences,Economics,University of Washington,52.3
Social Sciences,Economics,Utrecht University,56.2
Social Sciences,Economics,Vrije Universiteit Amsterdam,58.3
Social Sciences,Economics,Xiamen University,66.9
Social Sciences,Economics,Catholic University of the Sacred Heart,38.6
Social Sciences,Economics,Copenhagen Business School,49.0
Social Sciences,Economics,European University Institute,38.7
Social Sciences,Economics,Johns Hopkins University,55.6
Social Sciences,Economics,Michigan State University,56.4
Social Sciences,Economics,Paris Institute of Political Studies,31.1
Social Sciences,Economics,Paris School of Economics,41.2
Social Sciences,Economics,Purdue University - West Lafayette,53.8
Social Sciences,Economics,Renmin University of China,73.1
Social Sciences,Economics,Southwestern University of Finance and Economics,74.5
Social Sciences,Economics,Stockholm University,44.9
Social Sciences,Economics,The Chinese University of Hong Kong,49.1
Social Sciences,Economics,The George Washington University,33.4
Social Sciences,Economics,University of Amsterdam,52.5
Social Sciences,Economics,University of Birmingham,48.1
Social Sciences,Economics,University of Bristol,40.4
Social Sciences,Economics,"University of California, Irvine",41.6
Social Sciences,Economics,University of Copenhagen,55.4
Social Sciences,Economics,University of Goettingen,53.7
Social Sciences,Economics,University of International Business and Economics,60.2
Social Sciences,Economics,University of Leeds,56.9
Social Sciences,Economics,University of Munich,44.4
Social Sciences,Economics,University of North Carolina at Chapel Hill,50.2
Social Sciences,Economics,University of York,50.6
Social Sciences,Economics,Vienna University of Economics and Business,38.7
Social Sciences,Economics,Beihang University,45.2
Social Sciences,Economics,Catholic University of Louvain,34.3
Social Sciences,Economics,Central University of Finance and Economics,53.6
Social Sciences,Economics,"City, University of London",37.2
Social Sciences,Economics,Emory University,35.6
Social Sciences,Economics,Goethe University Frankfurt,39.4
Social Sciences,Economics,Griffith University,41.0
Social Sciences,Economics,HEC Paris,30.5
Social Sciences,Economics,Heidelberg University,33.3
Social Sciences,Economics,King's College London,47.4
Social Sciences,Economics,Lancaster University,38.6
Social Sciences,Economics,Luiss Guido Carli,29.4
Social Sciences,Economics,Lund University,50.1
Social Sciences,Economics,Maastricht University,47.4
Social Sciences,Economics,National Taiwan University,37.9
Social Sciences,Economics,Rice University,29.6
Social Sciences,Economics,Seoul National University,34.1
Social Sciences,Economics,Shanghai Jiao Tong University,52.3
Social Sciences,Economics,Shanghai University of Finance and Economics,57.8
Social Sciences,Economics,Singapore Management University,41.3
Social Sciences,Economics,Stockholm School of Economics,36.1
Social Sciences,Economics,Sunway University,23.0
Social Sciences,Economics,Texas A&M University,49.3
Social Sciences,Economics,The Hong Kong Polytechnic University,67.6
Social Sciences,Economics,The Hong Kong University of Science and Technology,47.2
Social Sciences,Economics,The University of Edinburgh,48.8
Social Sciences,Economics,The University of Georgia,45.8
Social Sciences,Economics,The University of Glasgow,40.2
Social Sciences,Economics,The University of New South Wales,49.7
Social Sciences,Economics,The University of Queensland,49.4
Social Sciences,Economics,University College Dublin,40.3
Social Sciences,Economics,University of Bologna,46.2
Social Sciences,Economics,University of Exeter,41.0
Social Sciences,Economics,University of Florida,50.6
Social Sciences,Economics,University of Geneva,38.4
Social Sciences,Economics,University of Kentucky,32.0
Social Sciences,Economics,University of Lisbon,42.3
Social Sciences,Economics,University of Montreal,54.0
Social Sciences,Economics,University of Notre Dame,40.2
Social Sciences,Economics,University of Nottingham,44.5
Social Sciences,Economics,University of Ottawa,35.9
Social Sciences,Economics,University of Pretoria,33.6
Social Sciences,Economics,University of Rochester,33.1
Social Sciences,Economics,University of Turin,35.6
Social Sciences,Economics,University of Utah,36.7
Social Sciences,Economics,University of Virginia,43.9
Social Sciences,Economics,Vanderbilt University,36.1
Social Sciences,Economics,Wageningen University & Research,50.9
Social Sciences,Economics,Western University,35.1
Social Sciences,Economics,Zhejiang University,63.1
Social Sciences,Economics,Barcelona School of Economics,34.1
Social Sciences,Economics,Beijing Institute of Technology,52.9
Social Sciences,Economics,Bielefeld University,23.8
Social Sciences,Economics,Carlos III University of Madrid,38.6
Social Sciences,Economics,Central European University,19.5
Social Sciences,Economics,City University of Hong Kong,42.3
Social Sciences,Economics,Curtin University,34.1
Social Sciences,Economics,Delft University of Technology,52.3
Social Sciences,Economics,Free University Berlin,30.9
Social Sciences,Economics,Ghent University,43.3
Social Sciences,Economics,Hitotsubashi University,28.4
Social Sciences,Economics,Huazhong University of Science and Technology,49.4
Social Sciences,Economics,Hunan University,47.0
Social Sciences,Economics,Institut Polytechnique de Paris,30.2
Social Sciences,Economics,Jinan University,53.7
Social Sciences,Economics,Nankai University,43.1
Social Sciences,Economics,Nanyang Technological University,40.7
Social Sciences,Economics,NHH - Norwegian School of Economics,40.7
Social Sciences,Economics,NOVA University Lisbon,36.9
Social Sciences,Economics,Polytechnic University of Milan,36.1
Social Sciences,Economics,Pontifical Catholic University of Chile,41.2
Social Sciences,Economics,RMIT University,47.0
Social Sciences,Economics,Roma Tre University,36.7
Social Sciences,Economics,Southern Illinois University-Edwardsville,15.9
Social Sciences,Economics,Technical University of Munich,46.8
Social Sciences,Economics,The University of Adelaide,30.5
Social Sciences,Economics,The University of Calgary,32.2
Social Sciences,Economics,The University of Sheffield,54.2
Social Sciences,Economics,The University of Waikato,28.8
Social Sciences,Economics,The University of Western Australia,41.8
Social Sciences,Economics,Tongji University,45.3
Social Sciences,Economics,University of Arizona,38.7
Social Sciences,Economics,University of Bern,37.3
Social Sciences,Economics,University of Cape Town,32.4
Social Sciences,Economics,University of Chile,33.4
Social Sciences,Economics,University of Cologne,37.2
Social Sciences,Economics,University of Colorado at Boulder,39.7
Social Sciences,Economics,University of Gothenburg,44.6
Social Sciences,Economics,University of Mannheim,36.4
Social Sciences,Economics,University of Oslo,41.3
Social Sciences,Economics,University of Pittsburgh,36.7
Social Sciences,Economics,University of Roma - Tor Vergata,31.5
Social Sciences,Economics,University of Surrey,34.1
Social Sciences,Economics,University of Technology Sydney,44.0
Social Sciences,Economics,University of Tennessee - Knoxville,35.6
Social Sciences,Economics,Uppsala University,37.3
Social Sciences,Economics,Vilnius Gediminas Technical University,19.5
Social Sciences,Economics,Virginia Polytechnic Institute and State University,40.4
Social Sciences,Economics,York University,35.3
Social Sciences,Economics,Zhongnan University of Economics and Law,62.1
Social Sciences,Economics,Aalto University,33.1
Social Sciences,Economics,Anhui University of Finance and Economics,33.4
Social Sciences,Economics,Autonomous University of Barcelona,44.0
Social Sciences,Economics,Beijing Jiaotong University,52.9
Social Sciences,Economics,Beijing Normal University,43.9
Social Sciences,Economics,BI Norwegian Business School,31.8
Social Sciences,Economics,Bilkent University,26.1
Social Sciences,Economics,Brigham Young University,27.2
Social Sciences,Economics,Ca' Foscari University of Venice,34.4
Social Sciences,Economics,California Institute of Technology,22.3
Social Sciences,Economics,Capital University of Economics & Business,46.2
Social Sciences,Economics,Cardiff University,41.2
Social Sciences,Economics,Carleton University,23.0
Social Sciences,Economics,Central South University,42.8
Social Sciences,Economics,Charles University in Prague,39.3
Social Sciences,Economics,Claremont Graduate University,19.8
Social Sciences,Economics,Clark University,20.1
Social Sciences,Economics,Colorado State University,37.5
Social Sciences,Economics,Dalian Maritime University,35.3
Social Sciences,Economics,Deakin University,39.9
Social Sciences,Economics,Drexel University,30.7
Social Sciences,Economics,Fordham University,28.8
Social Sciences,Economics,Frankfurt School of Finance and Management,25.2
Social Sciences,Economics,Georgia State University,36.1
Social Sciences,Economics,Humboldt University of Berlin,40.0
Social Sciences,Economics,INSEAD,27.8
Social Sciences,Economics,IPAG Business School,32.4
Social Sciences,Economics,Karlsruhe Institute of Technology (KIT),30.0
Social Sciences,Economics,Kiel University,31.5
Social Sciences,Economics,Kobe University,24.7
Social Sciences,Economics,Kyoto University,29.4
Social Sciences,Economics,Lebanese American University,42.8
Social Sciences,Economics,Leibniz University Hannover,31.7
Social Sciences,Economics,Loughborough University,34.3
Social Sciences,Economics,Macquarie University,44.5
Social Sciences,Economics,McGill University,40.6
Social Sciences,Economics,Montpellier Business School,34.4
Social Sciences,Economics,Nanchang University,38.8
Social Sciences,Economics,Nanjing Audit University,40.6
Social Sciences,Economics,Nanjing University,41.2
Social Sciences,Economics,Nanjing University of Aeronautics and Astronautics,37.8
Social Sciences,Economics,Nanjing University of Finance & Economics,46.3
Social Sciences,Economics,New York University Abu Dhabi,27.4
Social Sciences,Economics,Newcastle University,40.9
Social Sciences,Economics,North Carolina State University - Raleigh,38.1
Social Sciences,Economics,PSL University,37.6
Social Sciences,Economics,Queen's University,27.4
Social Sciences,Economics,Queensland University of Technology,38.4
Social Sciences,Economics,"Rutgers, The State University of New Jersey - New Brunswick",41.3
Social Sciences,Economics,San Diego State University,24.0
Social Sciences,Economics,Sapienza University of Rome,39.1
Social Sciences,Economics,Shandong University,45.2
Social Sciences,Economics,Shanghai Lixin University of Accounting and Finance,34.8
Social Sciences,Economics,Sichuan University,45.8
Social Sciences,Economics,Southeast University,49.1
Social Sciences,Economics,Southern Methodist University,24.7
Social Sciences,Economics,Southwest Jiaotong University,45.2
Social Sciences,Economics,Sun Yat-sen University,49.9
Social Sciences,Economics,Syracuse University,32.9
Social Sciences,Economics,Technical University of Denmark,41.8
Social Sciences,Economics,Tel Aviv University,33.4
Social Sciences,Economics,"The Chinese University of Hong Kong, Shenzhen",31.8
Social Sciences,Economics,The University of Reading,40.6
Social Sciences,Economics,Tianjin University,44.9
Social Sciences,Economics,Tokai University,24.2
Social Sciences,Economics,Trinity College Dublin,42.9
Social Sciences,Economics,Tufts University,29.4
Social Sciences,Economics,Università Della Svizzera Italiana,24.5
Social Sciences,Economics,Université libre de Bruxelles (ULB),30.5
Social Sciences,Economics,Université Paris Cité,45.5
Social Sciences,Economics,"University at Buffalo, the State University of New York",25.6
Social Sciences,Economics,University of Agder,15.9
Social Sciences,Economics,University of Alberta,40.0
Social Sciences,Economics,University of Basel,29.8
Social Sciences,Economics,University of Bath,34.9
Social Sciences,Economics,"University of California, Santa Cruz",23.8
Social Sciences,Economics,University of Castilla–La Mancha,28.4
Social Sciences,Economics,University of Connecticut,37.6
Social Sciences,Economics,University of Delaware,36.2
Social Sciences,Economics,University of East Anglia,34.6
Social Sciences,Economics,University of Economics Ho Chi Minh City,39.6
Social Sciences,Economics,University of Graz,22.8
Social Sciences,Economics,University of Helsinki,34.4
Social Sciences,Economics,University of Illinois at Chicago,40.4
Social Sciences,Economics,University of Iowa,22.5
Social Sciences,Economics,University of Lausanne,36.1
Social Sciences,Economics,University of Luxembourg,31.8
Social Sciences,Economics,University of Massachusetts Amherst,36.9
Social Sciences,Economics,University of Milan,37.3
Social Sciences,Economics,University of Navarra,29.0
Social Sciences,Economics,University of Nebraska - Lincoln,26.3
Social Sciences,Economics,University of Oregon,29.0
Social Sciences,Economics,University of South Australia,30.2
Social Sciences,Economics,University of St. Gallen,37.5
Social Sciences,Economics,University of Stavanger,28.4
Social Sciences,Economics,University of Vienna,32.4
Social Sciences,Economics,Waseda University,30.2
Social Sciences,Economics,Wuhan University,50.3
Social Sciences,Economics,Xi'an Jiaotong University,52.4
Social Sciences,Economics,Yonsei University,28.0
Social Sciences,Economics,Aix Marseille University,31.7
Social Sciences,Economics,American University,34.3
Social Sciences,Economics,Berlin School of Economics and Law,15.6
Social Sciences,Economics,"Birkbeck, University of London",20.9
Social Sciences,Economics,Bucharest University of Economic Studies,30.9
Social Sciences,Economics,Chalmers University of Technology,30.0
Social Sciences,Economics,Chang'an University,25.8
Social Sciences,Economics,China University of Mining and Technology,29.2
Social Sciences,Economics,Chongqing University,38.4
Social Sciences,Economics,Clemson University,26.9
Social Sciences,Economics,Dalian University of Technology,33.1
Social Sciences,Economics,Durham University,38.6
Social Sciences,Economics,East China Normal University,34.1
Social Sciences,Economics,East China University of Science and Technology,28.8
Social Sciences,Economics,Eindhoven University of Technology,33.3
Social Sciences,Economics,Goldsmiths' College,18.0
Social Sciences,Economics,Guangzhou University,28.4
Social Sciences,Economics,Heinrich Heine University Duesseldorf,19.2
Social Sciences,Economics,Hong Kong Baptist University,26.3
Social Sciences,Economics,HSE University,38.1
Social Sciences,Economics,Huazhong Agricultural University,30.5
Social Sciences,Economics,Iowa State University,37.3
Social Sciences,Economics,Jiangsu University,26.3
Social Sciences,Economics,Juraj Dobrila University of Pula,14.0
Social Sciences,Economics,Lahore University of Management Sciences,21.2
Social Sciences,Economics,Leiden University,34.6
Social Sciences,Economics,Lincoln University,23.3
Social Sciences,Economics,London School of Hygiene & Tropical Medicine,30.9
Social Sciences,Economics,Massey University,33.8
Social Sciences,Economics,Nanjing University of Information Science & Technology,27.4
Social Sciences,Economics,Nanjing University of Science and Technology,30.7
Social Sciences,Economics,National Autonomous University of Mexico,20.4
Social Sciences,Economics,North China Electric Power University,25.4
Social Sciences,Economics,Northeastern University (Boston),31.5
Social Sciences,Economics,Norwegian University of Life Sciences,29.6
Social Sciences,Economics,Oregon State University,32.4
Social Sciences,Economics,Osaka University,20.6
Social Sciences,Economics,Pantheon-Sorbonne University (Paris 1),13.1
Social Sciences,Economics,Paris-Saclay University,44.1
Social Sciences,Economics,Prague University of Economics and Business,22.0
Social Sciences,Economics,Pusan National University,25.2
Social Sciences,Economics,Qingdao University,34.4
Social Sciences,Economics,Radboud University Nijmegen,34.6
Social Sciences,Economics,"Royal Holloway, University of London",24.0
Social Sciences,Economics,Rutgers University-Newark,20.9
Social Sciences,Economics,Shandong University of Finance and Economics,28.6
Social Sciences,Economics,Shanghai Maritime University,32.0
Social Sciences,Economics,Shenzhen University,35.3
Social Sciences,Economics,Simon Fraser University,34.3
Social Sciences,Economics,"SOAS, University of London",27.8
Social Sciences,Economics,Solent University,25.6
Social Sciences,Economics,South Ural State University,25.2
Social Sciences,Economics,Sultan Qaboos University,20.1
Social Sciences,Economics,Swedish University of Agricultural Sciences,42.4
Social Sciences,Economics,Swiss Federal Institute of Technology Lausanne,30.4
Social Sciences,Economics,Technical University of Berlin,34.6
Social Sciences,Economics,Technion-Israel Institute of Technology,19.2
Social Sciences,Economics,"The University of Newcastle, Australia",27.2
Social Sciences,Economics,The University of Texas at Dallas,27.8
Social Sciences,Economics,The University of Texas at San Antonio,20.6
Social Sciences,Economics,Tulane University,29.4
Social Sciences,Economics,United Arab Emirates University,23.3
Social Sciences,Economics,University of Alicante,22.5
Social Sciences,Economics,University of Antwerp,36.4
Social Sciences,Economics,University of Arkansas at Fayetteville,31.1
Social Sciences,Economics,University of Barcelona,42.5
Social Sciences,Economics,University of Bayreuth,22.0
Social Sciences,Economics,University of Bergen,26.3
Social Sciences,Economics,University of Bradford,19.8
Social Sciences,Economics,University of Côte d'Azur,27.8
Social Sciences,Economics,University of Florence,30.7
Social Sciences,Economics,University of Hamburg,38.7
Social Sciences,Economics,University of Houston,29.8
Social Sciences,Economics,University of Johannesburg,32.0
Social Sciences,Economics,University of Kansas,23.0
Social Sciences,Economics,University of Lille,34.1
Social Sciences,Economics,University of Liverpool,36.2
Social Sciences,Economics,University of Los Andes (Colombia),29.4
Social Sciences,Economics,University of Montpellier,38.4
Social Sciences,Economics,University of Naples Federico II,35.3
Social Sciences,Economics,University of Padua,34.9
Social Sciences,Economics,University of Pisa,27.8
Social Sciences,Economics,University of Portsmouth,26.5
Social Sciences,Economics,University of Quebec Montreal,23.8
Social Sciences,Economics,University of Science and Technology of China,34.8
Social Sciences,Economics,University of South Carolina - Columbia,32.0
Social Sciences,Economics,University of Southampton,42.0
Social Sciences,Economics,University of Southern Denmark,32.7
Social Sciences,Economics,University of Thessaly,18.3
Social Sciences,Economics,University of Twente,27.8
Social Sciences,Economics,University of Valencia,32.7
Social Sciences,Economics,University of Victoria,24.7
Social Sciences,Economics,University of Waterloo,34.3
Social Sciences,Economics,University of Wollongong,29.0
Social Sciences,Economics,University of Zaragoza,30.0
Social Sciences,Economics,"Vietnam National University, Hanoi",27.6
Social Sciences,Economics,WHU – Otto Beisheim School of Management,19.5
Social Sciences,Economics,Zhejiang Gongshang University,33.8
Social Sciences,Economics,Zhejiang University of Finance and Economics,37.9
Social Sciences,Economics,Zhengzhou University,25.6
Social Sciences,Economics,Babeș-Bolyai University,20.9
Social Sciences,Economics,Beijing Technology and Business University,27.8
Social Sciences,Economics,Beijing University of Technology,26.7
Social Sciences,Economics,Bentley University,18.6
Social Sciences,Economics,Brandeis University,21.2
Social Sciences,Economics,Centro de Investigacion y Docencia Economicas A.C. (CIDE),15.6
Social Sciences,Economics,Changsha University of Science and Technology,26.3
Social Sciences,Economics,Chapman University,18.3
Social Sciences,Economics,China Agricultural University,32.2
Social Sciences,Economics,China University of Geosciences,22.8
Social Sciences,Economics,Claremont McKenna College,17.3
Social Sciences,Economics,COMSATS University Islamabad,24.5
Social Sciences,Economics,Dublin City University,20.4
Social Sciences,Economics,Edhec Business School,22.8
Social Sciences,Economics,ESSEC Business School,25.2
Social Sciences,Economics,Florida State University,27.4
Social Sciences,Economics,Free University of Bozen-Bolzano,25.4
Social Sciences,Economics,Georgia Institute of Technology,37.3
Social Sciences,Economics,Gran Sasso Science Institute,22.0
Social Sciences,Economics,Guangdong University of Finance and Economics,25.4
Social Sciences,Economics,Guangdong University of Foreign Studies,33.9
Social Sciences,Economics,Harbin Institute of Technology,31.1
Social Sciences,Economics,Hefei University of Technology,33.1
Social Sciences,Economics,Hubei University of Economics,27.8
Social Sciences,Economics,Indian Statistical Institute,18.6
Social Sciences,Economics,Instituto Tecnologico Autonomo de Mexico,19.5
Social Sciences,Economics,Istanbul Medeniyet University,20.1
Social Sciences,Economics,Jiangxi University of Finance & Economics,32.4
Social Sciences,Economics,Keio University,24.7
Social Sciences,Economics,King Abdulaziz University,19.5
Social Sciences,Economics,Koc University,20.1
Social Sciences,Economics,Korea University,28.6
Social Sciences,Economics,KTH Royal Institute of Technology,33.1
Social Sciences,Economics,Laval University,31.3
Social Sciences,Economics,Leuphana University Luneburg,19.8
Social Sciences,Economics,Lille Catholic University,23.5
Social Sciences,Economics,Linkoping University,30.7
Social Sciences,Economics,Louisiana State University - Baton Rouge,27.8
Social Sciences,Economics,Loyola University Andalusia,11.3
Social Sciences,Economics,Montana State University - Bozeman,23.5
Social Sciences,Economics,Nanjing Agricultural University,32.6
Social Sciences,Economics,Nanjing Normal University,23.8
Social Sciences,Economics,Ningbo University,24.2
Social Sciences,Economics,Norwegian University of Science and Technology - NTNU,39.3
Social Sciences,Economics,Polytechnic University of Turin,24.9
Social Sciences,Economics,Reichman University,18.6
Social Sciences,Economics,RWTH Aachen University,22.0
Social Sciences,Economics,Sabanci University,20.4
Social Sciences,Economics,Scuola Superiore Sant'Anna,27.6
Social Sciences,Economics,Shanghai University,33.9
Social Sciences,Economics,ShanghaiTech University,17.0
Social Sciences,Economics,Shih Chien University,20.6
Social Sciences,Economics,South China University of Technology,36.4
Social Sciences,Economics,Stellenbosch University,25.8
Social Sciences,Economics,Stony Brook University,16.6
Social Sciences,Economics,Swansea University,22.8
Social Sciences,Economics,The Hang Seng University of Hong Kong,20.9
Social Sciences,Economics,The University of Alabama - Tuscaloosa,25.8
Social Sciences,Economics,The University of Auckland,32.9
Social Sciences,Economics,The University of Texas at Arlington,14.4
Social Sciences,Economics,Tianjin University of Finance and Economics,21.5
Social Sciences,Economics,Universitat Jaume I,22.5
Social Sciences,Economics,Universite de la Manouba,16.6
Social Sciences,Economics,University of Aberdeen,30.0
Social Sciences,Economics,University of Cantabria,18.6
Social Sciences,Economics,University of Colorado at Denver,22.5
Social Sciences,Economics,University of Erlangen-Nuremberg,28.6
Social Sciences,Economics,University of Freiburg,28.6
Social Sciences,Economics,University of Ghana,22.5
Social Sciences,Economics,University of Granada,26.7
Social Sciences,Economics,University of Greenwich,25.2
Social Sciences,Economics,University of Hohenheim,29.2
Social Sciences,Economics,University of Innsbruck,26.5
Social Sciences,Economics,University of Jena,23.3
Social Sciences,Economics,University of Kent,31.3
Social Sciences,Economics,University of Konstanz,24.0
Social Sciences,Economics,University of Macau,24.0
Social Sciences,Economics,University of Milano-Bicocca,26.5
Social Sciences,Economics,University of Missouri - Columbia,29.8
Social Sciences,Economics,University of Murcia,22.3
Social Sciences,Economics,"University of Natural Resources and Life Sciences, Vienna",31.3
Social Sciences,Economics,University of Nottingham Ningbo China,27.4
Social Sciences,Economics,University of Oklahoma - Norman,28.2
Social Sciences,Economics,University of Oldenburg,21.5
Social Sciences,Economics,University of Otago,26.5
Social Sciences,Economics,University of Potsdam,23.0
Social Sciences,Economics,University of Sao Paulo,39.6
Social Sciences,Economics,University of Sharjah,20.1
Social Sciences,Economics,University of Talca,15.2
Social Sciences,Economics,University of Tehran,25.4
Social Sciences,Economics,University of the Basque Country,28.8
Social Sciences,Economics,University of the Witwatersrand,25.2
Social Sciences,Economics,University of Tuebingen,21.5
Social Sciences,Economics,University of Ulm,12.7
Social Sciences,Economics,University of Vigo,24.5
Social Sciences,Economics,Ural Federal University,23.5
Social Sciences,Economics,Washington State University,28.0
Social Sciences,Economics,West University of Timisoara,19.8
Social Sciences,Economics,Zayed University,21.2
Social Sciences,Economics,Zhejiang University of Technology,25.8
Social Sciences,Statistics,Harvard University,100.0
Social Sciences,Statistics,"University of California, Berkeley",64.0
Social Sciences,Statistics,Stanford University,75.5
Social Sciences,Statistics,University of Pennsylvania,77.7
Social Sciences,Statistics,Columbia University,68.4
Social Sciences,Statistics,University of Cambridge,69.2
Social Sciences,Statistics,University of Chicago,63.1
Social Sciences,Statistics,University of Washington,65.1
Social Sciences,Statistics,Johns Hopkins University,58.1
Social Sciences,Statistics,Princeton University,50.6
Social Sciences,Statistics,Duke University,62.9
Social Sciences,Statistics,University of Toronto,59.0
Social Sciences,Statistics,"University of California, Los Angeles",55.5
Social Sciences,Statistics,Carnegie Mellon University,52.8
Social Sciences,Statistics,University of Michigan-Ann Arbor,76.6
Social Sciences,Statistics,Massachusetts Institute of Technology (MIT),59.0
Social Sciences,Statistics,University of North Carolina at Chapel Hill,62.8
Social Sciences,Statistics,Pennsylvania State University - University Park,54.1
Social Sciences,Statistics,University of Oxford,59.4
Social Sciences,Statistics,University of Wisconsin - Madison,52.6
Social Sciences,Statistics,ETH Zurich,48.0
Social Sciences,Statistics,Université Paris Cité,68.5
Social Sciences,Statistics,"University of Minnesota, Twin Cities",59.3
Social Sciences,Statistics,North Carolina State University - Raleigh,47.5
Social Sciences,Statistics,University of Copenhagen,51.1
Social Sciences,Statistics,University of Warwick,47.8
Social Sciences,Statistics,National University of Singapore,62.1
Social Sciences,Statistics,"University of California, Davis",47.5
Social Sciences,Statistics,University of Bristol,40.2
Social Sciences,Statistics,"University of California, San Diego",50.8
Social Sciences,Statistics,University of Illinois at Urbana-Champaign,52.5
Social Sciences,Statistics,The University of Melbourne,47.7
Social Sciences,Statistics,Yale University,59.0
Social Sciences,Statistics,Texas A&M University,53.3
Social Sciences,Statistics,Paris-Saclay University,50.3
Social Sciences,Statistics,London School of Economics and Political Science,41.7
Social Sciences,Statistics,Northwestern University,46.9
Social Sciences,Statistics,University College London,62.0
Social Sciences,Statistics,Peking University,52.5
Social Sciences,Statistics,The University of Hong Kong,45.6
Social Sciences,Statistics,"Rutgers, The State University of New Jersey - New Brunswick",44.5
Social Sciences,Statistics,University of Southern California,45.8
Social Sciences,Statistics,Purdue University - West Lafayette,41.3
Social Sciences,Statistics,Cornell University,49.3
Social Sciences,Statistics,University of Connecticut,39.4
Social Sciences,Statistics,McGill University,45.1
Social Sciences,Statistics,Rice University,33.7
Social Sciences,Statistics,Fudan University,48.7
